Time,Time Code,Country Name,Country Code,CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],GDP per capita (current US$) [NY.GDP.PCAP.CD],"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]"
1961,YR1961,Jamaica,JAM,..,449.611842394624,..,58.5,33.6,78.8,..,..,..,..,748043501.231425,1663754,..
1961,YR1961,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,9639302,..
1961,YR1961,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,966000,..
1961,YR1961,Libya,LBY,..,..,..,154.2,..,259.3,..,..,..,..,..,1478760,..
1961,YR1961,Malaysia,MYS,..,235.529665600808,..,64.3,19.8,88,..,..,..,..,1901856121.44173,8074805,..
1961,YR1961,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,93952,..
1961,YR1961,Marshall Islands,MHL,..,..,..,81.8,..,115.5,..,..,..,..,..,15867,..
1961,YR1961,Mauritius,MUS,..,..,..,67.9,..,99.3,..,..,..,..,..,680757,..
1961,YR1961,Mexico,MEX,..,378.212027367914,..,102.8,50.3,148.8,..,..,..,..,14159999985.84,37439317,..
1961,YR1961,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,2127854,..
1961,YR1961,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,491140,..
1961,YR1961,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,601424,..
1961,YR1961,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,1481112,..
1961,YR1961,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,9639,..
1961,YR1961,Paraguay,PRY,..,..,..,60.2,..,81.5,..,..,..,..,..,1941208,..
1961,YR1961,Peru,PER,..,276.562907352151,..,133.1,54.8,221.8,..,..,..,..,2897852693.27494,10478096,..
1961,YR1961,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,121236000,..
1961,YR1961,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,6655000,..
1961,YR1961,South Africa,ZAF,..,543.042223891929,..,..,..,..,..,..,..,..,9225996313.29187,16989464,..
1961,YR1961,St. Lucia,LCA,..,..,..,106.3,..,156.1,..,..,..,..,..,92761,..
1961,YR1961,St. Vincent and the Grenadines,VCT,..,163.424987676023,..,108.9,..,163.6,..,..,..,..,13999964.9942542,85666,..
1961,YR1961,Suriname,SUR,..,387.453277164,..,..,..,..,..,..,..,..,107700000,277969,..
1961,YR1961,Thailand,THA,..,110.731458716056,..,98.2,56.3,141.5,..,..,..,..,3034037871.75596,27399963,..
1961,YR1961,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,69391,..
